time[s](1)          x[mm](2)            T[K](3)             P[Pa](4)            eps[-](5)           rhoS[kg/m3](6)      Sv[1/m](7)          rp[micron](8)       K[m2](9)            TauBulk[-](10)      TauKnudsen[-](11)   TauViscous[-](12)   rhoG[kg/m3](13)     mwG[kg/kmol](14)    sumOmega[-](15)     C_x(16)             H_x(17)             AR_x(18)            N_x(19)             CH4_x(20)           CH3_x(21)           H2_x(22)            H_x(23)             C2H3_x(24)          C2H2_x(25)          C2H4_x(26)          C2H5_x(27)          C2H6_x(28)          C4H4_x(29)          C3H4_x(30)          C4H3_x(31)          C2H_x(32)           C6H6_x(33)          C3H3_x(34)          AR_x(35)            N2_x(36)            CH4_w(37)           CH3_w(38)           H2_w(39)            H_w(40)             C2H3_w(41)          C2H2_w(42)          C2H4_w(43)          C2H5_w(44)          C2H6_w(45)          C4H4_w(46)          C3H4_w(47)          C4H3_w(48)          C2H_w(49)           C6H6_w(50)          C3H3_w(51)          AR_w(52)            N2_w(53)            
72000               0                   1368                30000               0.774998983         483.752187          112500.552          13.7776921          8.65242885e-011     1.18522075          1.86322825          0.212532848         0.0422154626        16.0055482          1.00254469          1.00161936          3.98395573          0                   0                   0.985613959         9.8308663e-005      0.00638109053       4.35430772e-008     4.00169368e-008     0.00277781469       0.00392812964       1.01056979e-007     0.00116968797       2.60873419e-006     2.92174172e-007     7.69066606e-012     1.03361997e-011     2.01556335e-005     7.76842686e-006     0                   0                   0.987920207         9.23473974e-005     0.000803738713      2.74226299e-009     6.76201799e-008     0.00451897905       0.00688509667       1.83493738e-007     0.00219752027       8.48783415e-006     7.31368761e-007     2.45381739e-011     1.61640869e-011     9.83682094e-005     1.89566416e-005     0                   0                   
72000               1.10526316          1368                30000               0.774998983         483.752187          112500.552          13.7776921          8.65242885e-011     1.18522075          1.86322825          0.212532848         0.0422154626        16.0055482          1.00254469          1.00161936          3.98395573          0                   0                   0.985613959         9.8308663e-005      0.00638109053       4.35430772e-008     4.00169368e-008     0.00277781469       0.00392812964       1.01056979e-007     0.00116968797       2.60873419e-006     2.92174172e-007     7.69066606e-012     1.03361997e-011     2.01556335e-005     7.76842686e-006     0                   0                   0.987920207         9.23473974e-005     0.000803738713      2.74226299e-009     6.76201799e-008     0.00451897905       0.00688509667       1.83493738e-007     0.00219752027       8.48783415e-006     7.31368761e-007     2.45381739e-011     1.61640869e-011     9.83682094e-005     1.89566416e-005     0                   0                   
72000               2.21052632          1368                30000               0.77499899          483.752172          112500.548          13.7776927          8.65243035e-011     1.18522074          1.86322824          0.212532831         0.042215921         16.0057219          1.00252911          1.00160601          3.98404039          0                   0                   0.985676113         9.82815502e-005     0.0063563404        4.33940728e-008     3.98214935e-008     0.00275930867       0.00391029244       1.00957892e-007     0.0011688831        2.5767562e-006      2.89767319e-007     7.59343377e-012     1.02739484e-011     1.99996031e-005     7.73088169e-006     0                   0                   0.987971782         9.23209266e-005     0.000800612587      2.73284931e-009     6.72891915e-008     0.00448882454       0.00685375781       1.83311831e-007     0.00219598431       8.38369885e-006     7.25336066e-007     2.42276773e-011     1.60665618e-011     9.76056541e-005     1.88648185e-005     0                   0                   
72000               3.31578947          1368                30000               0.774999004         483.752142          112500.54           13.7776939          8.65243336e-011     1.18522073          1.8632282           0.212532798         0.0422168357        16.0060688          1.00249797          1.00157928          3.9842094           0                   0                   0.985800386         9.82262527e-005     0.00630687375       4.30959378e-008     3.94299661e-008     0.0027223842        0.00387456036       1.00756783e-007     0.0011672429        2.51354533e-006     2.84967142e-007     7.40120207e-012     1.01496433e-011     1.96890531e-005     7.65539843e-006     0                   0                   0.98807493          9.22669831e-005     0.000794364802      2.71401469e-009     6.6626156e-008      0.00442866008       0.0067909813        1.82942707e-007     0.00219285534       8.1778596e-006      7.1330496e-007      2.36138294e-011     1.58718276e-011     9.60879698e-005     1.86802202e-005     0                   0                   
72000               4.42105263          1368                30000               0.774999025         483.752096          112500.529          13.7776957          8.65243785e-011     1.1852207           1.86322815          0.212532749         0.0422182043        16.0065877          1.00245126          1.00153911          3.98446217          0                   0                   0.985986711         9.81405931e-005     0.00623275826       4.26484271e-008     3.88411015e-008     0.00266721671       0.00382081889       1.00447719e-007     0.00116470561       2.42058041e-006     2.77801589e-007     7.11840079e-012     9.96367924e-012     1.92269983e-005     7.54119173e-006     0                   0                   0.988229652         9.21835323e-005     0.000785004344      2.68574515e-009     6.56290041e-008     0.00433877529       0.00669657101       1.82375633e-007     0.00218801769       7.87514148e-006     6.95346232e-007     2.27108045e-011     1.55805154e-011     9.38299741e-005     1.84009437e-005     0                   0                   
72000               5.52631579          1368                30000               0.774999053         483.752036          112500.513          13.7776981          8.6524438e-011      1.18522068          1.86322808          0.212532683         0.0422200213        16.0072766          1.00238897          1.00148545          3.98479778          0                   0                   0.986234984         9.80212212e-005     0.00613409656       4.20511945e-008     3.80530929e-008     0.0025940701        0.00374889833       1.00021637e-007     0.00116117648       2.30005088e-006     2.68314863e-007     6.75158475e-012     9.71664695e-012     1.86179424e-005     7.38708627e-006     0                   0                   0.988435944         9.20674433e-005     0.000772544834      2.648021e-009       6.42947549e-008     0.0042196057        0.0065702364        1.8159421e-007      0.00218129398       7.48268739e-006     6.71571747e-007     2.15395741e-011     1.51935693e-011     9.08538003e-005     1.80241417e-005     0                   0                   
72000               6.63157895          1368                30000               0.774999088         483.751961          112500.494          13.777701           8.6524512e-011      1.18522064          1.863228            0.212532601         0.0422222809        16.0081332          1.00231113          1.00141817          3.98521502          0                   0                   0.986545061         9.78635082e-005     0.00601102765       4.13038182e-008     3.70636724e-008     0.0025032976        0.00365857639       9.94661493e-008     0.00115652527       2.1548218e-006      2.56570296e-007     6.309326e-012       9.40933072e-012     1.7867853e-005      7.19152444e-006     0                   0                   0.988693808         9.19143914e-005     0.000757004692      2.60081853e-009     6.26196728e-008     0.00407173407       0.00641159707       1.80576032e-007     0.00217244033       7.00984283e-006     6.42141626e-007     2.01275594e-011     1.47122428e-011     8.71887695e-005     1.75460411e-005     0                   0                   
72000               7.73684211          1368                30000               0.77499913          483.751871          112500.472          13.7777045          8.65246001e-011     1.1852206           1.8632279           0.212532504         0.0422249731        16.009154           1.00221775          1.00133715          3.98571232          0                   0                   0.98691676          9.7661401e-005      0.00586372871       4.04058408e-008     3.58702447e-008     0.00239534288       0.00354958182       9.8765286e-008      0.00115058271       1.98838612e-006     2.42654414e-007     5.80207017e-012     9.04270324e-012     1.69841219e-005     6.95258419e-006     0                   0                   0.989003249         9.17187215e-005     0.000738407368      2.54411246e-009     6.0599493e-008      0.00389589208       0.00622018916       1.79292215e-007     0.00216113989       6.46799907e-006     6.07274367e-007     1.8508168e-011      1.41380898e-011     8.28711916e-005     1.69619878e-005     0                   0                   
72000               8.84210526          1368                30000               0.774999178         483.751768          112500.446          13.7777086          8.65247019e-011     1.18522055          1.86322778          0.212532392         0.0422280877        16.0103349          1.00210885          1.00124223          3.98628778          0                   0                   0.987349852         9.74072275e-005     0.00569241751       3.93568237e-008     3.4470069e-008      0.00227074134       0.00342159924       9.78991784e-008     0.00114313607       1.80480331e-006     2.26682322e-007     5.24195731e-012     8.61791572e-012     1.59755064e-005     6.66801449e-006     0                   0                   0.989364277         9.1473267e-005      0.000716781626      2.47787939e-009     5.82297292e-008     0.00369296221       0.00599547378       1.7770683e-007      0.00214699451       5.87039156e-006     5.67260278e-007     1.67202167e-011     1.3472949e-011      7.79440707e-005     1.62665327e-005     0                   0                   
72000               9.94736842          1368                30000               0.774999232         483.751651          112500.416          13.7777131          8.65248168e-011     1.18522049          1.86322765          0.212532266         0.0422316108        16.0116706          1.00198449          1.00113323          3.98693912          0                   0                   0.98784406          9.7091447e-005      0.00549735527       3.81564214e-008     3.28605024e-008     0.00213012157       0.00327427529       9.68436891e-008     0.00113392364       1.60862268e-006     2.08804535e-007     4.64260773e-012     8.13627963e-012     1.48520429e-005     6.33529802e-006     0                   0                   0.98977692          9.11691176e-005     0.000692161904      2.40210246e-009     5.55060838e-008     0.00346397983       0.0057368478        1.75776239e-007     0.00212951441       5.23184837e-006     5.22478491e-007     1.48072423e-011     1.27189148e-011     7.24566774e-005     1.5453586e-005      0                   0                   
