time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
288000                   0                        1368                     30000                    2.24835604e-014          0                        3.66347933e-010          8.97648313e-010          2.42943723e-013          0.994211548              0.404623797              0.587298906              0.00185699313            -0                       -3.66347933e-010         -8.97648313e-010         -2.42943723e-013         1.63107301e-009          
288000                   1.10526316               1368                     30000                    2.24835604e-014          0                        3.66347933e-010          8.97648313e-010          2.42943723e-013          0.994211548              0.404623797              0.587298906              0.00185699313            -0                       -3.66347933e-010         -8.97648313e-010         -2.42943723e-013         1.63107301e-009          
288000                   2.21052632               1368                     30000                    2.23266499e-014          0                        3.64539998e-010          8.90638128e-010          2.40129986e-013          0.994234232              0.404463601              0.586620523              0.00184980564            -0                       -3.64539998e-010         -8.90638128e-010         -2.40129986e-013         1.62043851e-009          
288000                   3.31578947               1368                     30000                    2.20134691e-014          0                        3.60914757e-010          8.76662981e-010          2.34559235e-013          0.994279563              0.404134306              0.585247454              0.00183539193            -0                       -3.60914757e-010         -8.76662981e-010         -2.34559235e-013         1.59919617e-009          
288000                   4.42105263               1368                     30000                    2.15453085e-014          0                        3.55453649e-010          8.55813697e-010          2.26344052e-013          0.99434747               0.403617564              0.583145928              0.00181367204            -0                       -3.55453649e-010         -8.55813697e-010         -2.26344052e-013         1.56740003e-009          
288000                   5.52631579               1368                     30000                    2.09241294e-014          0                        3.4812931e-010           8.28227499e-010          2.15651131e-013          0.994437842              0.402884435              0.580262234              0.00178451942            -0                       -3.4812931e-010          -8.28227499e-010         -2.15651131e-013         1.52513307e-009          
288000                   6.63157895               1368                     30000                    2.01525981e-014          0                        3.38906189e-010          7.94089288e-010          2.02698662e-013          0.994550532              0.401893491              0.576518548              0.00174775199            -0                       -3.38906189e-010         -7.94089288e-010         -2.02698662e-013         1.47250976e-009          
288000                   7.73684211               1368                     30000                    1.92341359e-014          0                        3.27741472e-010          7.53633566e-010          1.87752824e-013          0.994685353              0.400587923              0.571806446              0.00170311809            -0                       -3.27741472e-010         -7.53633566e-010         -1.87752824e-013         1.40967977e-009          
288000                   8.84210526               1368                     30000                    1.81729918e-014          0                        3.14586397e-010          7.07147225e-010          1.71123439e-013          0.994842073              0.398891235              0.565976971              0.00165027512            -0                       -3.14586397e-010         -7.07147225e-010         -1.71123439e-013         1.33683339e-009          
288000                   9.94736842               1368                     30000                    1.69743489e-014          0                        2.99388127e-010          6.54973658e-010          1.53158868e-013          0.99502042               0.396700851              0.558825384              0.00158875728            -0                       -2.99388127e-010         -6.54973658e-010         -1.53158868e-013         1.25420939e-009          
288000                   11.0526316               1368                     30000                    1.56444807e-014          0                        2.82092396e-010          5.97518932e-010          1.34240368e-013          0.995220072              0.393878507              0.550067299              0.0015179264             -0                       -2.82092396e-010         -5.97518932e-010         -1.34240368e-013         1.16210645e-009          
288000                   12.1578947               1368                     30000                    1.41909911e-014          0                        2.62647333e-010          5.3526147e-010           1.14776364e-013          0.995440656              0.390235499              0.539300271              0.0014368964             -0                       -2.62647333e-010         -5.3526147e-010          -1.14776364e-013         1.06090046e-009          
288000                   13.2631579               1368                     30000                    1.26231963e-014          0                        2.41009096e-010          4.68767919e-010          9.51974647e-014          0.995681745              0.385509381              0.52593958               0.00134441523            -0                       -2.41009096e-010         -4.68767919e-010         -9.51974647e-014         9.51071704e-010          
288000                   14.3684211               1368                     30000                    1.09527675e-014          0                        2.17150478e-010          3.98720716e-010          7.59538094e-014          0.995942852              0.379325808              0.509105737              0.00123867693            -0                       -2.17150478e-010         -3.98720716e-010         -7.59538094e-014         8.33249533e-010          
288000                   15.4736842               1368                     30000                    9.19488405e-015          0                        1.91074666e-010          3.25969157e-010          5.75176255e-014          0.996223428              0.371133228              0.487415556              0.00111701499            -0                       -1.91074666e-010         -3.25969157e-010         -5.75176255e-014         7.08291042e-010          
288000                   16.5789474               1368                     30000                    7.37046795e-015          0                        1.62838638e-010          2.5163166e-010           4.03963727e-014          0.996522852              0.360084945              0.458564577              0.0009753862             -0                       -1.62838638e-010         -2.5163166e-010          -4.03963727e-014         5.77430126e-010          
288000                   17.6842105               1368                     30000                    5.51095795e-015          0                        1.32596095e-010          1.7732128e-010           2.51668948e-014          0.99684043               0.344811366              0.418409523              0.000807466837           -0                       -1.32596095e-010         -1.7732128e-010          -2.51668948e-014         4.4258897e-010           
288000                   18.7894737               1368                     30000                    3.66989686e-015          0                        1.00684292e-010          1.05710411e-010          1.2552007e-014           0.997175385              0.322941256              0.358678753              0.000602986187           -0                       -1.00684292e-010         -1.05710411e-010         -1.2552007e-014          3.07116651e-010          
288000                   19.8947368               1368                     30000                    1.95658269e-015          0                        6.78227922e-011          4.22244094e-011          3.58752794e-015          0.997526859              0.289976439              0.260123388              0.000344440014           -0                       -6.78227922e-011         -4.22244094e-011         -3.58752794e-015         1.77880756e-010          
288000                   21                       1368                     30000                    6.65643242e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
