time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
360000                   0                        1368                     30000                    2.24834606e-014          0                        3.66348012e-010          8.97648819e-010          2.4294404e-013           0.994211547              0.404623791              0.58729896               0.00185699411            -0                       -3.66348012e-010         -8.97648819e-010         -2.4294404e-013          1.63107367e-009          
360000                   1.10526316               1368                     30000                    2.24834606e-014          0                        3.66348012e-010          8.97648819e-010          2.4294404e-013           0.994211547              0.404623791              0.58729896               0.00185699411            -0                       -3.66348012e-010         -8.97648819e-010         -2.4294404e-013          1.63107367e-009          
360000                   2.21052632               1368                     30000                    2.23265513e-014          0                        3.64540074e-010          8.90638621e-010          2.40130295e-013          0.994234231              0.404463595              0.586620576              0.00184980661            -0                       -3.64540074e-010         -8.90638621e-010         -2.40130295e-013         1.62043916e-009          
360000                   3.31578947               1368                     30000                    2.2013373e-014           0                        3.60914828e-010          8.76663446e-010          2.34559529e-013          0.994279562              0.404134301              0.585247505              0.00183539287            -0                       -3.60914828e-010         -8.76663446e-010         -2.34559529e-013         1.59919678e-009          
360000                   4.42105263               1368                     30000                    2.1545216e-014           0                        3.55453713e-010          8.55814123e-010          2.26344323e-013          0.994347469              0.403617559              0.583145977              0.00181367293            -0                       -3.55453713e-010         -8.55814123e-010         -2.26344323e-013         1.56740058e-009          
360000                   5.52631579               1368                     30000                    2.09240416e-014          0                        3.48129364e-010          8.28227874e-010          2.15651374e-013          0.994437841              0.402884429              0.580262278              0.00178452025            -0                       -3.48129364e-010         -8.28227874e-010         -2.15651374e-013         1.52513356e-009          
360000                   6.63157895               1368                     30000                    2.0152516e-014           0                        3.38906232e-010          7.94089605e-010          2.02698873e-013          0.994550531              0.401893485              0.576518588              0.00174775276            -0                       -3.38906232e-010         -7.94089605e-010         -2.02698873e-013         1.47251017e-009          
360000                   7.73684211               1368                     30000                    1.92340602e-014          0                        3.27741502e-010          7.53633817e-010          1.87753e-013             0.994685352              0.400587917              0.571806481              0.00170311878            -0                       -3.27741502e-010         -7.53633817e-010         -1.87753e-013            1.40968008e-009          
360000                   8.84210526               1368                     30000                    1.81729233e-014          0                        3.14586414e-010          7.07147407e-010          1.71123578e-013          0.994842073              0.398891228              0.565976999              0.00165027571            -0                       -3.14586414e-010         -7.07147407e-010         -1.71123578e-013         1.33683361e-009          
360000                   9.94736842               1368                     30000                    1.69742881e-014          0                        2.9938813e-010           6.5497377e-010           1.53158972e-013          0.99502042               0.396700844              0.558825403              0.00158875777            -0                       -2.9938813e-010          -6.5497377e-010          -1.53158972e-013         1.25420951e-009          
360000                   11.0526316               1368                     30000                    1.56444279e-014          0                        2.82092384e-010          5.97518977e-010          1.34240439e-013          0.995220072              0.393878499              0.550067309              0.00151792679            -0                       -2.82092384e-010         -5.97518977e-010         -1.34240439e-013         1.16210647e-009          
360000                   12.1578947               1368                     30000                    1.41909465e-014          0                        2.62647308e-010          5.35261453e-010          1.14776406e-013          0.995440656              0.390235489              0.53930027               0.00143689668            -0                       -2.62647308e-010         -5.35261453e-010         -1.14776406e-013         1.0609004e-009           
360000                   13.2631579               1368                     30000                    1.26231596e-014          0                        2.41009059e-010          4.6876785e-010           9.51974819e-014          0.995681745              0.385509368              0.525939567              0.00134441539            -0                       -2.41009059e-010         -4.6876785e-010          -9.51974819e-014         9.51071561e-010          
360000                   14.3684211               1368                     30000                    1.09527385e-014          0                        2.17150431e-010          3.98720607e-010          7.59538085e-014          0.995942853              0.379325792              0.509105709              0.00123867699            -0                       -2.17150431e-010         -3.98720607e-010         -7.59538085e-014         8.33249332e-010          
360000                   15.4736842               1368                     30000                    9.19486233e-015          0                        1.91074614e-010          3.25969024e-010          5.75176131e-014          0.996223428              0.371133208              0.487415512              0.00111701494            -0                       -1.91074614e-010         -3.25969024e-010         -5.75176131e-014         7.08290806e-010          
360000                   16.5789474               1368                     30000                    7.37045271e-015          0                        1.62838585e-010          2.51631522e-010          4.03963552e-014          0.996522853              0.360084921              0.458564514              0.000975386066           -0                       -1.62838585e-010         -2.51631522e-010         -4.03963552e-014         5.77429881e-010          
360000                   17.6842105               1368                     30000                    5.51094827e-015          0                        1.32596046e-010          1.77321156e-010          2.51668783e-014          0.99684043               0.344811338              0.418409441              0.000807466637           -0                       -1.32596046e-010         -1.77321156e-010         -2.51668783e-014         4.42588749e-010          
360000                   18.7894737               1368                     30000                    3.66989166e-015          0                        1.00684254e-010          1.05710322e-010          1.25519959e-014          0.997175386              0.322941226              0.358678655              0.000602985964           -0                       -1.00684254e-010         -1.05710322e-010         -1.25519959e-014         3.07116486e-010          
360000                   19.8947368               1368                     30000                    1.95658077e-015          0                        6.78227719e-011          4.22243689e-011          3.58752395e-015          0.997526859              0.289976414              0.260123292              0.000344439839           -0                       -6.78227719e-011         -4.22243689e-011         -3.58752395e-015         1.77880675e-010          
360000                   21                       1368                     30000                    6.65643145e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
