time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
72000                    0                        1368                     30000                    2.24838599e-014          0                        3.66347698e-010          8.97646793e-010          2.42942771e-013          0.994211553              0.404623814              0.587298745              0.00185699019            -0                       -3.66347698e-010         -8.97646793e-010         -2.42942771e-013         1.63107102e-009          
72000                    1.10526316               1368                     30000                    2.24838599e-014          0                        3.66347698e-010          8.97646793e-010          2.42942771e-013          0.994211553              0.404623814              0.587298745              0.00185699019            -0                       -3.66347698e-010         -8.97646793e-010         -2.42942771e-013         1.63107102e-009          
72000                    2.21052632               1368                     30000                    2.23269456e-014          0                        3.6453977e-010           8.9063665e-010           2.40129058e-013          0.994234236              0.404463618              0.586620365              0.00184980275            -0                       -3.6453977e-010          -8.9063665e-010          -2.40129058e-013         1.62043658e-009          
72000                    3.31578947               1368                     30000                    2.20137575e-014          0                        3.60914543e-010          8.76661584e-010          2.34558354e-013          0.994279567              0.404134323              0.585247301              0.00183538913            -0                       -3.60914543e-010         -8.76661584e-010         -2.34558354e-013         1.59919435e-009          
72000                    4.42105263               1368                     30000                    2.1545586e-014           0                        3.55453457e-010          8.55812419e-010          2.26343237e-013          0.994347473              0.403617581              0.583145784              0.00181366936            -0                       -3.55453457e-010         -8.55812419e-010         -2.26343237e-013         1.56739836e-009          
72000                    5.52631579               1368                     30000                    2.09243929e-014          0                        3.48129146e-010          8.28226371e-010          2.15650401e-013          0.994437845              0.402884452              0.5802621                0.00178451692            -0                       -3.48129146e-010         -8.28226371e-010         -2.15650401e-013         1.52513161e-009          
72000                    6.63157895               1368                     30000                    2.01528446e-014          0                        3.38906059e-010          7.94088337e-010          2.02698029e-013          0.994550535              0.401893508              0.576518428              0.0017477497             -0                       -3.38906059e-010         -7.94088337e-010         -2.02698029e-013         1.47250855e-009          
72000                    7.73684211               1368                     30000                    1.92343629e-014          0                        3.2774138e-010           7.53632812e-010          1.87752296e-013          0.994685355              0.400587941              0.571806343              0.00170311604            -0                       -3.2774138e-010          -7.53632812e-010         -1.87752296e-013         1.40967883e-009          
72000                    8.84210526               1368                     30000                    1.81731972e-014          0                        3.14586347e-010          7.07146679e-010          1.7112302e-013           0.994842075              0.398891254              0.565976889              0.00165027335            -0                       -3.14586347e-010         -7.07146679e-010         -1.7112302e-013          1.33683274e-009          
72000                    9.94736842               1368                     30000                    1.69745312e-014          0                        2.9938812e-010           6.54973321e-010          1.53158556e-013          0.995020421              0.396700873              0.558825325              0.0015887558             -0                       -2.9938812e-010          -6.54973321e-010         -1.53158556e-013         1.25420904e-009          
72000                    11.0526316               1368                     30000                    1.56446391e-014          0                        2.82092432e-010          5.97518798e-010          1.34240156e-013          0.995220072              0.393878533              0.550067269              0.00151792524            -0                       -2.82092432e-010         -5.97518798e-010         -1.34240156e-013         1.16210638e-009          
72000                    12.1578947               1368                     30000                    1.41911251e-014          0                        2.62647409e-010          5.3526152e-010           1.1477624e-013           0.995440655              0.390235531              0.539300274              0.00143689557            -0                       -2.62647409e-010         -5.3526152e-010          -1.1477624e-013          1.06090067e-009          
72000                    13.2631579               1368                     30000                    1.26233061e-014          0                        2.41009208e-010          4.68768125e-010          9.51974132e-014          0.995681744              0.38550942               0.525939621              0.00134441473            -0                       -2.41009208e-010         -4.68768125e-010         -9.51974132e-014         9.51072133e-010          
72000                    14.3684211               1368                     30000                    1.09528542e-014          0                        2.17150618e-010          3.98721041e-010          7.59538123e-014          0.995942851              0.379325856              0.509105822              0.00123867676            -0                       -2.17150618e-010         -3.98721041e-010         -7.59538123e-014         8.33250138e-010          
72000                    15.4736842               1368                     30000                    9.19494919e-015          0                        1.91074823e-010          3.25969553e-010          5.7517663e-014           0.996223426              0.371133287              0.48741569               0.00111701513            -0                       -1.91074823e-010         -3.25969553e-010         -5.7517663e-014          7.08291752e-010          
72000                    16.5789474               1368                     30000                    7.37051369e-015          0                        1.62838798e-010          2.51632074e-010          4.03964251e-014          0.99652285               0.360085016              0.458564766              0.000975386603           -0                       -1.62838798e-010         -2.51632074e-010         -4.03964251e-014         5.77430859e-010          
72000                    17.6842105               1368                     30000                    5.51098701e-015          0                        1.3259624e-010           1.7732165e-010           2.51669444e-014          0.996840428              0.344811449              0.41840977               0.000807467435           -0                       -1.3259624e-010          -1.7732165e-010          -2.51669444e-014         4.42589632e-010          
72000                    18.7894737               1368                     30000                    3.66991245e-015          0                        1.00684404e-010          1.0571068e-010           1.25520404e-014          0.997175384              0.322941345              0.358679048              0.000602986857           -0                       -1.00684404e-010         -1.0571068e-010          -1.25520404e-014         3.07117145e-010          
72000                    19.8947368               1368                     30000                    1.95658843e-015          0                        6.7822853e-011           4.22245306e-011          3.58753991e-015          0.997526859              0.289976513              0.260123674              0.000344440539           -0                       -6.7822853e-011          -4.22245306e-011         -3.58753991e-015         1.77880999e-010          
72000                    21                       1368                     30000                    6.65643532e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
