time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
324000                   0                        1368                     30000                    2.24835105e-014          0                        3.66347973e-010          8.97648566e-010          2.42943882e-013          0.994211548              0.404623794              0.587298933              0.00185699362            -0                       -3.66347973e-010         -8.97648566e-010         -2.42943882e-013         1.63107334e-009          
324000                   1.10526316               1368                     30000                    2.24835105e-014          0                        3.66347973e-010          8.97648566e-010          2.42943882e-013          0.994211548              0.404623794              0.587298933              0.00185699362            -0                       -3.66347973e-010         -8.97648566e-010         -2.42943882e-013         1.63107334e-009          
324000                   2.21052632               1368                     30000                    2.23266006e-014          0                        3.64540036e-010          8.90638374e-010          2.4013014e-013           0.994234231              0.404463598              0.58662055               0.00184980612            -0                       -3.64540036e-010         -8.90638374e-010         -2.4013014e-013          1.62043884e-009          
324000                   3.31578947               1368                     30000                    2.20134211e-014          0                        3.60914792e-010          8.76663214e-010          2.34559382e-013          0.994279563              0.404134303              0.585247479              0.0018353924             -0                       -3.60914792e-010         -8.76663214e-010         -2.34559382e-013         1.59919648e-009          
324000                   4.42105263               1368                     30000                    2.15452622e-014          0                        3.55453681e-010          8.5581391e-010           2.26344187e-013          0.994347469              0.403617561              0.583145952              0.00181367248            -0                       -3.55453681e-010         -8.5581391e-010          -2.26344187e-013         1.5674003e-009           
324000                   5.52631579               1368                     30000                    2.09240855e-014          0                        3.48129337e-010          8.28227686e-010          2.15651253e-013          0.994437842              0.402884432              0.580262256              0.00178451984            -0                       -3.48129337e-010         -8.28227686e-010         -2.15651253e-013         1.52513331e-009          
324000                   6.63157895               1368                     30000                    2.01525571e-014          0                        3.38906211e-010          7.94089446e-010          2.02698767e-013          0.994550532              0.401893488              0.576518568              0.00174775238            -0                       -3.38906211e-010         -7.94089446e-010         -2.02698767e-013         1.47250996e-009          
324000                   7.73684211               1368                     30000                    1.92340981e-014          0                        3.27741487e-010          7.53633691e-010          1.87752912e-013          0.994685352              0.40058792               0.571806463              0.00170311843            -0                       -3.27741487e-010         -7.53633691e-010         -1.87752912e-013         1.40967992e-009          
324000                   8.84210526               1368                     30000                    1.81729576e-014          0                        3.14586406e-010          7.07147316e-010          1.71123509e-013          0.994842073              0.398891231              0.565976985              0.00165027542            -0                       -3.14586406e-010         -7.07147316e-010         -1.71123509e-013         1.3368335e-009           
324000                   9.94736842               1368                     30000                    1.69743185e-014          0                        2.99388128e-010          6.54973714e-010          1.5315892e-013           0.99502042               0.396700847              0.558825393              0.00158875752            -0                       -2.99388128e-010         -6.54973714e-010         -1.5315892e-013          1.25420945e-009          
324000                   11.0526316               1368                     30000                    1.56444543e-014          0                        2.8209239e-010           5.97518955e-010          1.34240404e-013          0.995220072              0.393878503              0.550067304              0.00151792659            -0                       -2.8209239e-010          -5.97518955e-010         -1.34240404e-013         1.16210646e-009          
324000                   12.1578947               1368                     30000                    1.41909688e-014          0                        2.6264732e-010           5.35261461e-010          1.14776385e-013          0.995440656              0.390235494              0.53930027               0.00143689654            -0                       -2.6264732e-010          -5.35261461e-010         -1.14776385e-013         1.06090043e-009          
324000                   13.2631579               1368                     30000                    1.26231779e-014          0                        2.41009078e-010          4.68767884e-010          9.51974733e-014          0.995681745              0.385509375              0.525939573              0.00134441531            -0                       -2.41009078e-010         -4.68767884e-010         -9.51974733e-014         9.51071632e-010          
324000                   14.3684211               1368                     30000                    1.0952753e-014           0                        2.17150455e-010          3.98720662e-010          7.59538089e-014          0.995942852              0.3793258                0.509105723              0.00123867696            -0                       -2.17150455e-010         -3.98720662e-010         -7.59538089e-014         8.33249433e-010          
324000                   15.4736842               1368                     30000                    9.19487319e-015          0                        1.9107464e-010           3.25969091e-010          5.75176193e-014          0.996223428              0.371133218              0.487415534              0.00111701497            -0                       -1.9107464e-010          -3.25969091e-010         -5.75176193e-014         7.08290924e-010          
324000                   16.5789474               1368                     30000                    7.37046033e-015          0                        1.62838612e-010          2.51631591e-010          4.03963639e-014          0.996522852              0.360084933              0.458564546              0.000975386133           -0                       -1.62838612e-010         -2.51631591e-010         -4.03963639e-014         5.77430004e-010          
324000                   17.6842105               1368                     30000                    5.51095311e-015          0                        1.3259607e-010           1.77321218e-010          2.51668865e-014          0.99684043               0.344811352              0.418409482              0.000807466737           -0                       -1.3259607e-010          -1.77321218e-010         -2.51668865e-014         4.42588859e-010          
324000                   18.7894737               1368                     30000                    3.66989426e-015          0                        1.00684273e-010          1.05710367e-010          1.25520014e-014          0.997175385              0.322941241              0.358678704              0.000602986075           -0                       -1.00684273e-010         -1.05710367e-010         -1.25520014e-014         3.07116569e-010          
324000                   19.8947368               1368                     30000                    1.95658173e-015          0                        6.7822782e-011           4.22243892e-011          3.58752595e-015          0.997526859              0.289976427              0.26012334               0.000344439926           -0                       -6.7822782e-011          -4.22243892e-011         -3.58752595e-015         1.77880716e-010          
324000                   21                       1368                     30000                    6.65643194e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
