time[s](1)          x[mm](2)            T[K](3)             P[Pa](4)            eps[-](5)           rhoS[kg/m3](6)      Sv[1/m](7)          rp[micron](8)       K[m2](9)            TauBulk[-](10)      TauKnudsen[-](11)   TauViscous[-](12)   rhoG[kg/m3](13)     mwG[kg/kmol](14)    sumOmega[-](15)     C_x(16)             H_x(17)             AR_x(18)            N_x(19)             CH4_x(20)           CH3_x(21)           H2_x(22)            H_x(23)             C2H3_x(24)          C2H2_x(25)          C2H4_x(26)          C2H5_x(27)          C2H6_x(28)          C4H4_x(29)          C3H4_x(30)          C4H3_x(31)          C2H_x(32)           C6H6_x(33)          C3H3_x(34)          AR_x(35)            N2_x(36)            CH4_w(37)           CH3_w(38)           H2_w(39)            H_w(40)             C2H3_w(41)          C2H2_w(42)          C2H4_w(43)          C2H5_w(44)          C2H6_w(45)          C4H4_w(46)          C3H4_w(47)          C4H3_w(48)          C2H_w(49)           C6H6_w(50)          C3H3_w(51)          AR_w(52)            N2_w(53)            
216000              0                   1368                30000               0.774996948         483.760937          112502.758          13.7773496          8.65156641e-011     1.1852249           1.86323804          0.212542349         0.0422154626        16.0055482          1.00254469          1.00161937          3.98395572          0                   0                   0.985613951         9.83086643e-005     0.00638109375       4.35430951e-008     4.0016956e-008      0.00277781731       0.00392813143       1.01056986e-007     0.00116968801       2.60873876e-006     2.92174458e-007     7.69068003e-012     1.03362087e-011     2.01556649e-005     7.76843139e-006     0                   0                   0.987920199         9.23473987e-005     0.000803739119      2.74226412e-009     6.76202123e-008     0.00451898333       0.00688509982       1.8349375e-007      0.00219752035       8.48784902e-006     7.31369475e-007     2.45382185e-011     1.61641009e-011     9.83683628e-005     1.89566527e-005     0                   0                   
216000              1.10526316          1368                30000               0.774996948         483.760937          112502.758          13.7773496          8.65156641e-011     1.1852249           1.86323804          0.212542349         0.0422154623        16.0055482          1.00254469          1.00161937          3.98395572          0                   0                   0.985613951         9.83086643e-005     0.00638109375       4.35430952e-008     4.0016956e-008      0.00277781731       0.00392813143       1.01056985e-007     0.00116968801       2.60873876e-006     2.92174458e-007     7.69068002e-012     1.03362087e-011     2.01556649e-005     7.76843139e-006     0                   0                   0.987920199         9.23473987e-005     0.000803739119      2.74226413e-009     6.76202123e-008     0.00451898333       0.00688509982       1.83493749e-007     0.00219752035       8.48784902e-006     7.31369475e-007     2.45382184e-011     1.61641009e-011     9.83683628e-005     1.89566527e-005     0                   0                   
216000              2.21052632          1368                30000               0.774996969         483.760861          112502.739          13.7773526          8.65157394e-011     1.18522486          1.86323795          0.212542266         0.042215921         16.0057219          1.00252912          1.00160601          3.98404037          0                   0                   0.985676105         9.82815515e-005     0.00635634353       4.33940903e-008     3.9821512e-008      0.00275931123       0.00391029418       1.00957898e-007     0.00116888314       2.57676062e-006     2.89767601e-007     7.59344727e-012     1.02739571e-011     1.99996338e-005     7.73088611e-006     0                   0                   0.987971775         9.23209279e-005     0.000800612982      2.73285041e-009     6.72892229e-008     0.0044888287        0.00685376086       1.83311842e-007     0.00219598439       8.38371324e-006     7.25336771e-007     2.42277204e-011     1.60665755e-011     9.7605804e-005      1.88648293e-005     0                   0                   
216000              3.31578947          1368                30000               0.774997012         483.760709          112502.7            13.7773585          8.65158895e-011     1.18522479          1.86323778          0.212542101         0.0422168371        16.0060688          1.00249797          1.00157928          3.98420939          0                   0                   0.985800379         9.82262539e-005     0.00630687671       4.30959543e-008     3.94299835e-008     0.00272238662       0.00387456199       1.00756789e-007     0.00116724294       2.51354947e-006     2.84967407e-007     7.40121469e-012     1.01496516e-011     1.96890824e-005     7.65540263e-006     0                   0                   0.988074924         9.22669843e-005     0.000794365174      2.71401573e-009     6.66261855e-008     0.00442866402       0.00679098417       1.82942718e-007     0.00219285541       8.17787305e-006     7.13305624e-007     2.36138696e-011     1.58718406e-011     9.60881128e-005     1.86802304e-005     0                   0                   
216000              4.42105263          1368                30000               0.774997075         483.760481          112502.643          13.7773675          8.6516114e-011      1.18522468          1.86323753          0.212541853         0.0422182023        16.0065877          1.00245126          1.00153912          3.98446216          0                   0                   0.985986705         9.81405943e-005     0.00623276096       4.26484422e-008     3.88411173e-008     0.00266721893       0.00382082037       1.00447724e-007     0.00116470564       2.42058413e-006     2.7780183e-007      7.11841214e-012     9.96368686e-012     1.92270255e-005     7.5411956e-006      0                   0                   0.988229646         9.21835334e-005     0.000785004684      2.6857461e-009      6.56290308e-008     0.0043387789        0.0066965736        1.82375643e-007     0.00218801776       7.87515359e-006     6.95346834e-007     2.27108407e-011     1.55805273e-011     9.38301071e-005     1.84009531e-005     0                   0                   
216000              5.52631579          1368                30000               0.774997159         483.760179          112502.567          13.7773793          8.65164118e-011     1.18522454          1.86323719          0.212541525         0.0422200221        16.0072766          1.00238897          1.00148545          3.98479777          0                   0                   0.986234978         9.80212223e-005     0.00613409894       4.20512077e-008     3.80531065e-008     0.00259407206       0.00374889961       1.00021642e-007     0.00116117651       2.3000541e-006      2.68315072e-007     6.75159454e-012     9.71665371e-012     1.8617967e-005      7.38708971e-006     0                   0                   0.988435939         9.20674443e-005     0.000772545134      2.64802184e-009     6.42947779e-008     0.00421960888       0.00657023864       1.81594219e-007     0.00218129404       7.48269785e-006     6.71572271e-007     2.15396054e-011     1.51935799e-011     9.08539206e-005     1.80241501e-005     0                   0                   
216000              6.63157895          1368                30000               0.774997264         483.759803          112502.472          13.777394           8.65167817e-011     1.18522436          1.86323677          0.212541118         0.0422222806        16.0081332          1.00231113          1.00141817          3.98521501          0                   0                   0.986545056         9.78635092e-005     0.00601102964       4.13038293e-008     3.70636835e-008     0.00250329925       0.00365857743       9.94661535e-008     0.00115652529       2.15482444e-006     2.56570469e-007     6.30933401e-012     9.40933647e-012     1.78678745e-005     7.19152735e-006     0                   0                   0.988693804         9.19143923e-005     0.000757004944      2.60081923e-009     6.26196915e-008     0.00407173676       0.00641159889       1.8057604e-007      0.00217244038       7.0098514e-006      6.42142059e-007     2.0127585e-011      1.47122518e-011     8.71888748e-005     1.75460483e-005     0                   0                   
216000              7.73684211          1368                30000               0.774997389         483.759356          112502.359          13.7774115          8.65172221e-011     1.18522415          1.86323627          0.212540632         0.0422249743        16.009154           1.00221775          1.00133715          3.98571231          0                   0                   0.986916756         9.76614018e-005     0.00586373028       4.04058495e-008     3.58702529e-008     0.00239534419       0.00354958259       9.87652893e-008     0.00115058273       1.98838814e-006     2.42654546e-007     5.8020763e-012      9.04270785e-012     1.69841401e-005     6.9525865e-006      0                   0                   0.989003245         9.17187222e-005     0.000738407565      2.54411301e-009     6.05995069e-008     0.00389589421       0.00622019051       1.79292221e-007     0.00216113994       6.46800563e-006     6.07274699e-007     1.85081876e-011     1.4138097e-011      8.28712803e-005     1.69619934e-005     0                   0                   
216000              8.84210526          1368                30000               0.774997533         483.75884           112502.229          13.7774317          8.65177309e-011     1.1852239           1.86323569          0.212540072         0.0422280864        16.0103349          1.00210885          1.00124223          3.98628777          0                   0                   0.987349849         9.7407228e-005      0.00569241861       3.93568297e-008     3.44700741e-008     0.00227074229       0.00342159972       9.78991807e-008     0.00114313609       1.80480471e-006     2.26682413e-007     5.24196156e-012     8.61791912e-012     1.5975521e-005      6.66801613e-006     0                   0                   0.989364275         9.14732675e-005     0.000716781765      2.47787977e-009     5.82297378e-008     0.00369296375       0.00599547461       1.77706834e-007     0.00214699454       5.87039613e-006     5.67260505e-007     1.67202303e-011     1.34729543e-011     7.79441419e-005     1.62665367e-005     0                   0                   
216000              9.94736842          1368                30000               0.774997696         483.758257          112502.082          13.7774545          8.65183056e-011     1.18522363          1.86323504          0.212539439         0.0422316103        16.0116706          1.00198449          1.00113323          3.98693912          0                   0                   0.987844059         9.70914473e-005     0.00549735591       3.81564248e-008     3.28605043e-008     0.00213012215       0.00327427547       9.68436902e-008     0.00113392365       1.6086235e-006      2.08804584e-007     4.64261022e-012     8.13628178e-012     1.48520538e-005     6.33529894e-006     0                   0                   0.989776918         9.11691178e-005     0.000692161983      2.40210267e-009     5.55060869e-008     0.00346398078       0.0057368481        1.75776241e-007     0.00212951442       5.23185105e-006     5.22478614e-007     1.48072502e-011     1.27189182e-011     7.24567308e-005     1.54535883e-005     0                   0                   
