time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
180000                   0                        1368                     30000                    2.24837102e-014          0                        3.66347816e-010          8.97647553e-010          2.42943247e-013          0.994211551              0.404623805              0.587298826              0.00185699166            -0                       -3.66347816e-010         -8.97647553e-010         -2.42943247e-013         1.63107201e-009          
180000                   1.10526316               1368                     30000                    2.24837102e-014          0                        3.66347816e-010          8.97647553e-010          2.42943247e-013          0.994211551              0.404623805              0.587298826              0.00185699166            -0                       -3.66347816e-010         -8.97647553e-010         -2.42943247e-013         1.63107201e-009          
180000                   2.21052632               1368                     30000                    2.23267978e-014          0                        3.64539884e-010          8.90637389e-010          2.40129522e-013          0.994234234              0.404463609              0.586620444              0.0018498042             -0                       -3.64539884e-010         -8.90637389e-010         -2.40129522e-013         1.62043755e-009          
180000                   3.31578947               1368                     30000                    2.20136133e-014          0                        3.6091465e-010           8.76662283e-010          2.34558794e-013          0.994279565              0.404134315              0.585247377              0.00183539053            -0                       -3.6091465e-010          -8.76662283e-010         -2.34558794e-013         1.59919526e-009          
180000                   4.42105263               1368                     30000                    2.15454472e-014          0                        3.55453553e-010          8.55813058e-010          2.26343644e-013          0.994347472              0.403617573              0.583145856              0.0018136707             -0                       -3.55453553e-010         -8.55813058e-010         -2.26343644e-013         1.5673992e-009           
180000                   5.52631579               1368                     30000                    2.09242611e-014          0                        3.48129228e-010          8.28226935e-010          2.15650766e-013          0.994437844              0.402884443              0.580262167              0.00178451817            -0                       -3.48129228e-010         -8.28226935e-010         -2.15650766e-013         1.52513234e-009          
180000                   6.63157895               1368                     30000                    2.01527214e-014          0                        3.38906124e-010          7.94088813e-010          2.02698345e-013          0.994550534              0.4018935                0.576518488              0.00174775085            -0                       -3.38906124e-010         -7.94088813e-010         -2.02698345e-013         1.47250916e-009          
180000                   7.73684211               1368                     30000                    1.92342494e-014          0                        3.27741426e-010          7.53633189e-010          1.8775256e-013           0.994685354              0.400587932              0.571806395              0.00170311707            -0                       -3.27741426e-010         -7.53633189e-010         -1.8775256e-013          1.4096793e-009           
180000                   8.84210526               1368                     30000                    1.81730945e-014          0                        3.14586372e-010          7.07146952e-010          1.7112323e-013           0.994842074              0.398891245              0.56597693               0.00165027423            -0                       -3.14586372e-010         -7.07146952e-010         -1.7112323e-013          1.33683307e-009          
180000                   9.94736842               1368                     30000                    1.69744401e-014          0                        2.99388124e-010          6.54973489e-010          1.53158712e-013          0.995020421              0.396700862              0.558825355              0.00158875654            -0                       -2.99388124e-010         -6.54973489e-010         -1.53158712e-013         1.25420921e-009          
180000                   11.0526316               1368                     30000                    1.56445599e-014          0                        2.82092414e-010          5.97518865e-010          1.34240262e-013          0.995220072              0.39387852               0.550067284              0.00151792582            -0                       -2.82092414e-010         -5.97518865e-010         -1.34240262e-013         1.16210641e-009          
180000                   12.1578947               1368                     30000                    1.41910581e-014          0                        2.62647371e-010          5.35261495e-010          1.14776302e-013          0.995440655              0.390235515              0.539300272              0.00143689598            -0                       -2.62647371e-010         -5.35261495e-010         -1.14776302e-013         1.06090057e-009          
180000                   13.2631579               1368                     30000                    1.26232512e-014          0                        2.41009152e-010          4.68768022e-010          9.51974389e-014          0.995681744              0.385509401              0.525939601              0.00134441498            -0                       -2.41009152e-010         -4.68768022e-010         -9.51974389e-014         9.51071919e-010          
180000                   14.3684211               1368                     30000                    1.09528108e-014          0                        2.17150548e-010          3.98720878e-010          7.59538108e-014          0.995942851              0.379325832              0.509105779              0.00123867685            -0                       -2.17150548e-010         -3.98720878e-010         -7.59538108e-014         8.33249835e-010          
180000                   15.4736842               1368                     30000                    9.19491662e-015          0                        1.91074745e-010          3.25969355e-010          5.75176443e-014          0.996223427              0.371133258              0.487415623              0.00111701506            -0                       -1.91074745e-010         -3.25969355e-010         -5.75176443e-014         7.08291397e-010          
180000                   16.5789474               1368                     30000                    7.37049082e-015          0                        1.62838718e-010          2.51631867e-010          4.03963989e-014          0.996522851              0.36008498               0.458564671              0.000975386401           -0                       -1.62838718e-010         -2.51631867e-010         -4.03963989e-014         5.77430493e-010          
180000                   17.6842105               1368                     30000                    5.51097248e-015          0                        1.32596168e-010          1.77321465e-010          2.51669196e-014          0.996840429              0.344811407              0.418409647              0.000807467136           -0                       -1.32596168e-010         -1.77321465e-010         -2.51669196e-014         4.42589301e-010          
180000                   18.7894737               1368                     30000                    3.66990465e-015          0                        1.00684348e-010          1.05710546e-010          1.25520237e-014          0.997175385              0.3229413                0.3586789                0.000602986522           -0                       -1.00684348e-010         -1.05710546e-010         -1.25520237e-014         3.07116898e-010          
180000                   19.8947368               1368                     30000                    1.95658556e-015          0                        6.78228226e-011          4.222447e-011            3.58753393e-015          0.997526859              0.289976476              0.260123531              0.000344440276           -0                       -6.78228226e-011         -4.222447e-011           -3.58753393e-015         1.77880878e-010          
180000                   21                       1368                     30000                    6.65643387e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
