time[s](1)          x[mm](2)            T[K](3)             P[Pa](4)            eps[-](5)           rhoS[kg/m3](6)      Sv[1/m](7)          rp[micron](8)       K[m2](9)            TauBulk[-](10)      TauKnudsen[-](11)   TauViscous[-](12)   rhoG[kg/m3](13)     mwG[kg/kmol](14)    sumOmega[-](15)     C_x(16)             H_x(17)             AR_x(18)            N_x(19)             CH4_x(20)           CH3_x(21)           H2_x(22)            H_x(23)             C2H3_x(24)          C2H2_x(25)          C2H4_x(26)          C2H5_x(27)          C2H6_x(28)          C4H4_x(29)          C3H4_x(30)          C4H3_x(31)          C2H_x(32)           C6H6_x(33)          C3H3_x(34)          AR_x(35)            N2_x(36)            CH4_w(37)           CH3_w(38)           H2_w(39)            H_w(40)             C2H3_w(41)          C2H2_w(42)          C2H4_w(43)          C2H5_w(44)          C2H6_w(45)          C4H4_w(46)          C3H4_w(47)          C4H3_w(48)          C2H_w(49)           C6H6_w(50)          C3H3_w(51)          AR_w(52)            N2_w(53)            
36000               0                   1368                30000               0.774999491         483.751173          112500.296          13.7777319          8.65252884e-011     1.18522027          1.86322712          0.212531746         0.0422154626        16.0055482          1.00254469          1.00161936          3.98395573          0                   0                   0.985613961         9.83086626e-005     0.00638108973       4.35430727e-008     4.0016932e-008      0.00277781403       0.00392812919       1.01056977e-007     0.00116968796       2.60873305e-006     2.921741e-007       7.69066257e-012     1.03361974e-011     2.01556256e-005     7.76842573e-006     0                   0                   0.987920208         9.23473971e-005     0.000803738612      2.74226271e-009     6.76201718e-008     0.00451897798       0.00688509588       1.83493735e-007     0.00219752025       8.48783044e-006     7.31368579e-007     2.45381627e-011     1.61640833e-011     9.8368171e-005      1.89566388e-005     0                   0                   
36000               1.10526316          1368                30000               0.774999491         483.751173          112500.296          13.7777319          8.65252884e-011     1.18522027          1.86322712          0.212531746         0.0422154626        16.0055482          1.00254469          1.00161936          3.98395573          0                   0                   0.985613961         9.83086626e-005     0.00638108973       4.35430727e-008     4.0016932e-008      0.00277781403       0.00392812919       1.01056977e-007     0.00116968796       2.60873305e-006     2.921741e-007       7.69066257e-012     1.03361974e-011     2.01556256e-005     7.76842573e-006     0                   0                   0.987920208         9.23473971e-005     0.000803738612      2.74226271e-009     6.76201718e-008     0.00451897798       0.00688509588       1.83493735e-007     0.00219752025       8.48783044e-006     7.31368579e-007     2.45381627e-011     1.61640833e-011     9.8368171e-005      1.89566388e-005     0                   0                   
36000               2.21052632          1368                30000               0.774999495         483.751165          112500.294          13.7777322          8.65252965e-011     1.18522026          1.86322711          0.212531737         0.0422159209        16.0057219          1.00252911          1.00160601          3.98404039          0                   0                   0.985676115         9.82815499e-005     0.00635633962       4.33940685e-008     3.98214888e-008     0.00275930803       0.003910292         1.0095789e-007      0.00116888309       2.57675509e-006     2.89767249e-007     7.59343039e-012     1.02739462e-011     1.99995954e-005     7.73088059e-006     0                   0                   0.987971783         9.23209263e-005     0.000800612489      2.73284903e-009     6.72891836e-008     0.0044888235        0.00685375704       1.83311828e-007     0.00219598429       8.38369525e-006     7.25335889e-007     2.42276665e-011     1.60665584e-011     9.76056166e-005     1.88648158e-005     0                   0                   
36000               3.31578947          1368                30000               0.774999502         483.751148          112500.29           13.7777328          8.65253126e-011     1.18522025          1.86322709          0.21253172          0.0422168358        16.0060688          1.00249797          1.00157928          3.9842094           0                   0                   0.985800388         9.82262524e-005     0.00630687301       4.30959336e-008     3.94299617e-008     0.0027223836        0.00387455995       1.00756781e-007     0.00116724289       2.5135443e-006      2.84967076e-007     7.40119892e-012     1.01496412e-011     1.96890458e-005     7.65539738e-006     0                   0                   0.988074932         9.22669828e-005     0.000794364708      2.71401443e-009     6.66261486e-008     0.0044286591        0.00679098058       1.82942705e-007     0.00219285532       8.17785624e-006     7.13304794e-007     2.36138193e-011     1.58718244e-011     9.6087934e-005      1.86802176e-005     0                   0                   
36000               4.42105263          1368                30000               0.774999513         483.751124          112500.283          13.7777338          8.65253367e-011     1.18522024          1.86322706          0.212531693         0.0422182043        16.0065877          1.00245126          1.00153911          3.98446217          0                   0                   0.985986713         9.81405928e-005     0.00623275758       4.26484234e-008     3.88410976e-008     0.00266721616       0.00382081852       1.00447718e-007     0.0011647056        2.42057948e-006     2.77801529e-007     7.11839795e-012     9.96367734e-012     1.92269915e-005     7.54119077e-006     0                   0                   0.988229653         9.2183532e-005      0.000785004259      2.68574492e-009     6.56289974e-008     0.00433877439       0.00669657036       1.8237563e-007      0.00218801767       7.87513845e-006     6.95346081e-007     2.27107954e-011     1.55805124e-011     9.38299409e-005     1.84009413e-005     0                   0                   
36000               5.52631579          1368                30000               0.774999527         483.751092          112500.275          13.777735           8.65253686e-011     1.18522023          1.86322703          0.212531658         0.0422200215        16.0072766          1.00238897          1.00148544          3.98479779          0                   0                   0.986234985         9.80212209e-005     0.00613409597       4.20511912e-008     3.80530895e-008     0.00259406961       0.00374889801       1.00021636e-007     0.00116117647       2.30005008e-006     2.6831481e-007      6.7515823e-012      9.71664526e-012     1.86179362e-005     7.38708541e-006     0                   0                   0.988435945         9.2067443e-005      0.000772544759      2.64802079e-009     6.42947491e-008     0.0042196049        0.00657023584       1.81594208e-007     0.00218129396       7.48268478e-006     6.71571616e-007     2.15395663e-011     1.51935667e-011     9.08537703e-005     1.80241396e-005     0                   0                   
36000               6.63157895          1368                30000               0.774999544         483.751051          112500.265          13.7777366          8.65254083e-011     1.18522021          1.86322698          0.212531614         0.0422222807        16.0081332          1.00231113          1.00141817          3.98521502          0                   0                   0.986545062         9.7863508e-005      0.00601102715       4.13038154e-008     3.70636696e-008     0.00250329719       0.00365857613       9.94661483e-008     0.00115652526       2.15482115e-006     2.56570252e-007     6.309324e-012       9.40932928e-012     1.78678476e-005     7.19152371e-006     0                   0                   0.988693809         9.19143912e-005     0.00075700463       2.60081835e-009     6.26196681e-008     0.0040717334        0.00641159662       1.8057603e-007      0.00217244031       7.00984069e-006     6.42141517e-007     2.01275531e-011     1.47122405e-011     8.71887431e-005     1.75460394e-005     0                   0                   
36000               7.73684211          1368                30000               0.774999565         483.751003          112500.253          13.7777385          8.65254556e-011     1.18522019          1.86322693          0.212531562         0.0422249731        16.009154           1.00221775          1.00133715          3.98571232          0                   0                   0.986916761         9.76614008e-005     0.00586372832       4.04058386e-008     3.58702426e-008     0.00239534255       0.00354958163       9.87652851e-008     0.0011505827        1.98838562e-006     2.42654381e-007     5.80206864e-012     9.04270209e-012     1.69841174e-005     6.95258361e-006     0                   0                   0.98900325          9.17187213e-005     0.000738407319      2.54411232e-009     6.05994895e-008     0.00389589155       0.00622018883       1.79292214e-007     0.00216113988       6.46799742e-006     6.07274284e-007     1.85081631e-011     1.4138088e-011      8.28711694e-005     1.69619863e-005     0                   0                   
36000               8.84210526          1368                30000               0.774999589         483.750948          112500.239          13.7777407          8.65255101e-011     1.18522016          1.86322687          0.212531502         0.0422280878        16.0103349          1.00210885          1.00124223          3.98628778          0                   0                   0.987349853         9.74072274e-005     0.00569241723       3.93568222e-008     3.44700677e-008     0.00227074111       0.00342159912       9.78991778e-008     0.00114313607       1.80480296e-006     2.26682299e-007     5.24195624e-012     8.61791487e-012     1.59755027e-005     6.66801408e-006     0                   0                   0.989364278         9.14732669e-005     0.000716781591      2.4778793e-009      5.8229727e-008      0.00369296182       0.00599547357       1.77706829e-007     0.0021469945        5.87039042e-006     5.67260221e-007     1.67202133e-011     1.34729476e-011     7.79440529e-005     1.62665317e-005     0                   0                   
36000               9.94736842          1368                30000               0.774999616         483.750886          112500.223          13.7777431          8.65255718e-011     1.18522013          1.8632268           0.212531434         0.0422316108        16.0116706          1.00198449          1.00113323          3.98693912          0                   0                   0.98784406          9.7091447e-005      0.00549735511       3.81564205e-008     3.2860502e-008      0.00213012142       0.00327427525       9.68436888e-008     0.00113392364       1.60862247e-006     2.08804522e-007     4.6426071e-012      8.1362791e-012      1.48520402e-005     6.33529779e-006     0                   0                   0.98977692          9.11691175e-005     0.000692161884      2.40210241e-009     5.5506083e-008      0.0034639796        0.00573684772       1.75776239e-007     0.0021295144        5.2318477e-006      5.22478461e-007     1.48072403e-011     1.2718914e-011      7.24566641e-005     1.54535855e-005     0                   0                   
