time[s](1)               x[mm](2)                 T[K](3)                  P[Pa](4)                 rDepo[kmol/m2/s](5)      r1[kmol/m2/s](6)         r2[kmol/m2/s](7)         r3[kmol/m2/s](8)         r4[kmol/m2/s](9)         I_CH4[-](10)             I_C2H4[-](11)            I_C2H2[-](12)            I_C6H6[-](13)            R_CH4[kmol/m3/s](14)     R_C2H4[kmol/m3/s](15)    R_C2H2[kmol/m3/s](16)    R_C6H6[kmol/m3/s](17)    R_H2[kmol/m3/s](18)      
396000                   0                        1368                     30000                    2.24834107e-014          0                        3.66348051e-010          8.97649072e-010          2.42944199e-013          0.994211546              0.404623788              0.587298986              0.00185699459            -0                       -3.66348051e-010         -8.97649072e-010         -2.42944199e-013         1.63107401e-009          
396000                   1.10526316               1368                     30000                    2.24834107e-014          0                        3.66348051e-010          8.97649072e-010          2.42944199e-013          0.994211546              0.404623788              0.587298986              0.00185699459            -0                       -3.66348051e-010         -8.97649072e-010         -2.42944199e-013         1.63107401e-009          
396000                   2.21052632               1368                     30000                    2.23265021e-014          0                        3.64540112e-010          8.90638867e-010          2.4013045e-013           0.99423423               0.404463593              0.586620602              0.00184980709            -0                       -3.64540112e-010         -8.90638867e-010         -2.4013045e-013          1.62043948e-009          
396000                   3.31578947               1368                     30000                    2.20133249e-014          0                        3.60914863e-010          8.76663679e-010          2.34559676e-013          0.994279561              0.404134298              0.58524753               0.00183539333            -0                       -3.60914863e-010         -8.76663679e-010         -2.34559676e-013         1.59919708e-009          
396000                   4.42105263               1368                     30000                    2.15451697e-014          0                        3.55453745e-010          8.55814336e-010          2.26344459e-013          0.994347468              0.403617556              0.583146001              0.00181367337            -0                       -3.55453745e-010         -8.55814336e-010         -2.26344459e-013         1.56740086e-009          
396000                   5.52631579               1368                     30000                    2.09239977e-014          0                        3.48129392e-010          8.28228062e-010          2.15651496e-013          0.99443784               0.402884427              0.580262301              0.00178452067            -0                       -3.48129392e-010         -8.28228062e-010         -2.15651496e-013         1.5251338e-009           
396000                   6.63157895               1368                     30000                    2.01524749e-014          0                        3.38906254e-010          7.94089763e-010          2.02698978e-013          0.994550531              0.401893482              0.576518608              0.00174775314            -0                       -3.38906254e-010         -7.94089763e-010         -2.02698978e-013         1.47251037e-009          
396000                   7.73684211               1368                     30000                    1.92340224e-014          0                        3.27741517e-010          7.53633942e-010          1.87753088e-013          0.994685352              0.400587914              0.571806498              0.00170311912            -0                       -3.27741517e-010         -7.53633942e-010         -1.87753088e-013         1.40968024e-009          
396000                   8.84210526               1368                     30000                    1.81728891e-014          0                        3.14586423e-010          7.07147498e-010          1.71123648e-013          0.994842073              0.398891225              0.565977013              0.00165027601            -0                       -3.14586423e-010         -7.07147498e-010         -1.71123648e-013         1.33683371e-009          
396000                   9.94736842               1368                     30000                    1.69742577e-014          0                        2.99388131e-010          6.54973826e-010          1.53159023e-013          0.99502042               0.39670084               0.558825413              0.00158875802            -0                       -2.99388131e-010         -6.54973826e-010         -1.53159023e-013         1.25420956e-009          
396000                   11.0526316               1368                     30000                    1.56444015e-014          0                        2.82092378e-010          5.97518999e-010          1.34240474e-013          0.995220072              0.393878494              0.550067313              0.00151792698            -0                       -2.82092378e-010         -5.97518999e-010         -1.34240474e-013         1.16210648e-009          
396000                   12.1578947               1368                     30000                    1.41909241e-014          0                        2.62647295e-010          5.35261445e-010          1.14776426e-013          0.995440656              0.390235483              0.539300269              0.00143689682            -0                       -2.62647295e-010         -5.35261445e-010         -1.14776426e-013         1.06090036e-009          
396000                   13.2631579               1368                     30000                    1.26231413e-014          0                        2.4100904e-010           4.68767815e-010          9.51974904e-014          0.995681745              0.385509362              0.52593956               0.00134441548            -0                       -2.4100904e-010          -4.68767815e-010         -9.51974904e-014         9.51071489e-010          
396000                   14.3684211               1368                     30000                    1.09527241e-014          0                        2.17150408e-010          3.98720553e-010          7.5953808e-014           0.995942853              0.379325784              0.509105695              0.00123867702            -0                       -2.17150408e-010         -3.98720553e-010         -7.5953808e-014          8.33249231e-010          
396000                   15.4736842               1368                     30000                    9.19485147e-015          0                        1.91074588e-010          3.25968958e-010          5.75176068e-014          0.996223429              0.371133198              0.487415489              0.00111701492            -0                       -1.91074588e-010         -3.25968958e-010         -5.75176068e-014         7.08290687e-010          
396000                   16.5789474               1368                     30000                    7.37044508e-015          0                        1.62838558e-010          2.51631454e-010          4.03963465e-014          0.996522853              0.360084909              0.458564483              0.000975385998           -0                       -1.62838558e-010         -2.51631454e-010         -4.03963465e-014         5.77429759e-010          
396000                   17.6842105               1368                     30000                    5.51094342e-015          0                        1.32596022e-010          1.77321094e-010          2.516687e-014            0.99684043               0.344811324              0.4184094                0.000807466537           -0                       -1.32596022e-010         -1.77321094e-010         -2.516687e-014           4.42588638e-010          
396000                   18.7894737               1368                     30000                    3.66988907e-015          0                        1.00684235e-010          1.05710277e-010          1.25519903e-014          0.997175386              0.322941211              0.358678605              0.000602985852           -0                       -1.00684235e-010         -1.05710277e-010         -1.25519903e-014         3.07116404e-010          
396000                   19.8947368               1368                     30000                    1.95657982e-015          0                        6.78227617e-011          4.22243487e-011          3.58752196e-015          0.99752686               0.289976402              0.260123245              0.000344439751           -0                       -6.78227617e-011         -4.22243487e-011         -3.58752196e-015         1.77880635e-010          
396000                   21                       1368                     30000                    6.65643097e-016          0                        3.56500251e-011          1.79242901e-012          3.81900991e-025          0.997893908              0.236204609              0.0652554583             3.85032672e-009          -0                       -3.56500251e-011         -1.79242901e-012         -3.81900991e-025         7.30924792e-011          
